Group Labels	KO_TP_1	KO_TP_2	KO_TP_3	KO_TP_4	KO_TP_5	KO_baseline_1	KO_baseline_2	KO_baseline_3	KO_baseline_4	KO_baseline_5	WT_TP_1	WT_TP_2	WT_TP_3	WT_TP_4	WT_TP_5	WT_baseline_1	WT_baseline_2	WT_baseline_3	WT_baseline_4	WT_baseline_5
Q8VDG7	13879	14633.8	15151.8	14942.5	13754.6	17695.8	17480.4	17785.5	19435.8	20667.6	12661.9	12774.9	12036.4	13890.5	12818.1	23176.1	20863	23846.6	22798.8	23165.2
Q8VDI7	8763.36	7805.9	9151.77	8759.1	7341.4	8204.01	7671.17	8603.94	10947.7	5719.54	10085.5	7146.77	8709.97	8287.36	6981.38	7535.64	6961.88	7280.75	6197.78	6826.55
Q8VDI9	7108.19	9516.47	8865.66	7250.94	8821.17	9110.62	10724	10181	10634.3	8633.37	6095.07	8190.42	8525.38	8558.54	8470.56	6545.33	7277.3	7967.06	8630.36	7608.89
Q8VDJ3	118351	111393	125492	121558	113419	94060.2	109378	101298	97520.1	108287	129720	110989	105209	117961	115971	90821.4	95828.6	98630.4	95869.5	103646
Q8VDK1-2	18059.2	17757.4	18438.1	20577.9	14220.2	13692.3	7878.34	14100.2	14862.5	14634.4	14652.2	15435.7	15164.2	14815	13833.4	11209.7	11110.5	13196.2	10992	7584.9
Q8VDL4-3	29410.9	28643.7	32134.3	28976	25028.4	20818.9	23644.8	22537.1	22208.7	20680.5	15582.5	19124.8	19955.4	21216.9	22900.6	17523.6	19032.7	19786.3	19030.1	19829.7
Q8VDM1	3658.78	3093.35	3450.88	3932.05	3058.82	2365.42	2665.77	2773.84	3202.06	2976.82	2707.74	2344.53	2506.32	3157.29	2906.98	2584.79	2185.19	2429.65	2461.13	2908.62
Q8VDM4	209724	189326	203953	204597	210787	183718	209958	191281	191313	192267	196698	190282	187530	192443	182120	182000	164158	182582	179774	184856
Q8VDM6	43084.5	40664	45773.7	46078.1	43680.3	41498.6	44269.1	44765.1	45545	46724.1	51303.1	53310	56706.7	58670.1	57519.5	41883.1	45706.9	45135.3	49062.4	48137.3
Q8VDN2	399221	381268	397232	395657	401830	220859	241398	209278	206560	199421	291472	357541	371559	366057	382619	262507	269253	234741	235225	252182
Q8VDN4	5040.26	4587.64	4487.36	4756.82	5022.14	3508.74	3503.19	3065.28	3040.03	4033.51	7983.51	6330.28	8050.39	7230.92	6839.78	4244.59	4567.54	2958.68	3962.14	4257.17
Q8VDP2-2	4563.93	4854.62	5464.08	5076.86	4731.83	5561.33	6312.96	6634.07	6838.93	5867.02	6733.3	5382.29	7745.1	7147.84	5168.56	7292.66	7111.58	7515.22	7049.58	5131.88
Q8VDP3-3	9827.69	9996.58	10951.9	9898.8	10043.4	11983.2	12090.5	11824.5	13270.4	13987.1	10882.3	9889.53	9977.6	10380.4	9833.35	14843.8	15060.7	15679.1	15302	17687
Q8VDP4	40039.9	38598.8	38646.4	40020.9	37414.4	36157	36719.9	36455.9	36490.6	40766.7	49204.4	46676.9	44461.2	48045	48453.8	38817.4	38438.7	40001.4	39307.4	40688.4
Q8VDP6	81037.8	65877.4	58416.2	73940.2	81577.3	51204.1	54565.5	38228	44946.2	34964.6	29830.5	63383.8	53825.4	42540	49397.2	39980.9	29206.5	33228.7	33148.2	42601.7
Q8VDQ1	29214.9	30221.2	25734.5	30123.4	27820.9	25581	22888.7	27270.2	25838.8	29620.1	31720	25642.8	26512.8	27220.5	27106.4	23029.8	25382.8	25122.2	22065	21995.9
Q8VDQ8	21830.5	22890.5	22914.6	23033.4	20412.6	18762.4	15852.6	16871.2	18274.2	18368.3	21234.4	18776	19240.1	20184.5	19820.2	14872.8	13427	16466	14682	13065.9
Q8VDR5	1675.46	1758.01	951.523	1206.82	1111.46	1589.34	1453.42	1292.39	1295.49	841.563	777.868	2210.33	1481.88	2221.29	1048.18	1344.84	623.418	1875.91	2009.02	1245.63
Q8VDS4	9868.85	9279.14	10955.9	10041.9	9070.16	12548.2	13052.7	12449.9	11633.7	10928.2	12305.8	9940.16	12489.5	12711.2	12392.8	13985.4	12248.9	13274.1	12611.3	14063.2
Q8VDS8-3	10214.8	7791.55	8949.52	9241.77	7413.39	6941.02	6790.54	6937.58	7494.1	6556.2	8982.42	11167.8	9979.33	10648.7	12312.1	6325.23	6742.94	9018.89	8705.29	8115.71
Q8VDT9	48053.4	44487.7	45419.1	43245.6	45021.6	25824	32840.9	28605	28196.6	24509.6	28058.4	34364.9	36061.8	34733.7	36244.1	27614.6	29081	29110.4	28740.2	30362.7
Q8VDV3-2	92.3759			374.847	226.376						2037.99	1004.75	2456.38	1544.23	903.141					
Q8VDV8	3962.26	4010.52	4696.65	3280.51	2829.26	3030.01	3559.62	3588.23	4949.62	3870.85	4448.92	3245.17	2620.17	2837.72	3348.06	2381.15	2683.8	3073.55	3167.27	2458.4
Q8VDW0	129151	126285	135054	129689	130244	180346	201118	175319	174526	191219	127791	170241	146250	166545	154932	217483	195511	205750	196414	212616
Q8VDY9		713.954												815.745	361.265				971.303	
Q8VDZ4		712.807	1338.89	744.825		789.506	804.641	996.098	984.378	903.901	1162.76	1119.03	1601.52	1248.81	1068.4	1209.95	1337.93	1031.54	1516.84	1244.74
Q8VE08	3992.6	3430.65	3307.63	4718.28	4046.82	3161.02	2821.69	3156.43	2850.14	3506.92	4618.03	3962.59	4404.47	4266.2	4542.93	2769.99	3370.67	3466.74	3878.57	2619.62
Q8VE10	9644.29	9712.21	10442.9	8939.28	8786.5	8785.7	9736.54	10910.8	12181.3	10109.3	19318.3	16290.2	14306	16905.7	17033.8	10044.2	9498.12	12727.9	11220.1	12319.2
Q8VE11-2	3218.56	2956.24	3479.5	3184.58	2317.99	2220.59	2352.47	2564.25	2946.17	2580.79	5752.05	4754.06	4762.91	5705.69	4224.45	3034.13	2814.53	4027.85	3238.31	2827
Q8VE18	4013.25	3752.82	4249.28	4014.23	3782.12	3771.33	3989.73	4513.64	3879.18	3971.41	4559.72	3904.41	3602.77	4553.45	4423.53	4087.92	4076.81	4326.82	3895.66	4585.35
Q8VE19	8986.12	8925.22	9903.89	8239.48	7929.11	7492.37	8121.13	7762.04	8089.6	8049.17	9469.32	9477.67	9392.3	10762.6	9628.74	8467.61	8618.48	9052.14	8863.41	9086.47
Q8VE37	153155	149645	160694	159546	146229	173021	190092	176366	180867	185394	120727	131765	134271	129221	146889	161327	172541	156825	156190	166900
Q8VE38-2	14107.6	12608.2	15046.6	15629.6	13363.9	20204.2	18760.6	20565.5	19315.7	20040.6	8896.21	11151.7	12130.6	10411.1	11289.3	17987.8	17309.8	17430.1	16145.1	14884.7
Q8VE42	4496.5	2658.4	3006.47	3797.46	4164.16	3065.66	2330.87	3212.91	2902.47	2227.83	1628.02	2860.97	2695.65	3335.82	2865.29	3194.48	1827.81	2923.07	3149.36	3640.05
Q8VE47	39739.3	38096.3	44516.6	42999.9	38108.1	37135.9	32403.2	38486.4	41293.2	38871.3	57623.7	46795.2	45795.9	47438.3	43452.5	39496.9	34712.3	43355.8	43486.1	41403
Q8VE62	1306.15	1355.98	2335.06	1846.49	1043.69	950.313	938.486	1026.21	1338.82	838.569	2741.34	1523.25	2815.36	1893.08	1314.96	1043.96	1231.72	1004.47	1752.37	1593.05
Q8VE65	10786.5	10512.7	11124	12104.6	10621.3	9737.87	10733.7	9779.99	9414.27	8959.42	10459.4	10653	11587.3	11041.9	9626.07	10211.9	9660.4	8827.96	8420.25	9442.55
Q8VE70	102606	98033.1	96985.5	96488.2	92231.2	84569.1	85526.8	91548.2	93827.4	85425.6	129688	116455	104647	118436	102068	83556.1	73239.1	98221.6	97555.7	101984
Q8VE80	30105.4	29095.4	30582.1	33452.1	32522	31329.2	33601.8	31954.5	29027	33926.9	30383.1	31728	31592.8	31013.3	32005	30580.6	31168.9	34485.5	30526.4	31363
Q8VE88	28314.9	27268.7	26737.7	26957.4	23290.1	26353.6	26397.7	24780	24861.6	24846.3	42079.8	44403.5	38341.9	41557.2	38388.9	28385.3	28588.9	30865.3	30790.3	31571.3
Q8VE92	14835.7	14324.5	13979.5	15921.6	14141.7	14243.7	14984.5	12453	14439.3	13120.2	18230.3	21044.1	20756.9	21646	19160.8	15186.9	13908.9	13831.9	14859.9	14710.4
Q8VE95	20412.4	19757.7	21663.9	20888.6	18621.7	14132.5	9992.75	15542.8	16378.5	13026.9	12229.2	16014.5	13065.9	12370	14407.4	14719	13298.7	17457.4	14911	9518.71
Q8VE96	5085.6	3526.79	4215.71	5706.78	5671.78	3492.43	2849.45	3228.36	4400.21	2111.97	3043.85	4307.83	4067.35	4094.57	3697	2377.16	2945.18	3108.3	2517.4	3199.2
Q8VE97	19513.9	17170	17970	21838.7	17746.3	19155	16767.7	16878.4	14252.5	16076.4	19751.8	21658.3	22196	21704	22112.9	15105.3	13471.3	14529.2	15000.1	14868.5
Q8VE98	861.751	1474.45	423.328	1289.98	1847.46	1913.22	1253.33			1019.47		202.375	1034.3	406.414	601.343	1523.74	1462.92	275.417		382.445
Q8VE99	18642.4	17778.9	18774.7	19393.5	17471.7	18526.9	18104.9	18682.6	17615.8	17355	17521.9	17529	18616.2	18119.1	18894.6	19834.6	22188.8	20669.8	20102.2	22095.3
Q8VEA4	3818.46	2431.28	3608.98	4829.25	1865.54	3269.76	2485.78	3111.04	4231.94	4344.66	2542.51	4862.58	4075.79	6404.51	4964	4280.21	5086.03	6279.13	4285.1	3347.11
Q8VEB1	2234.04	1349.44	2231.31	2697.43	2022.82			959.677	1780.69	2279.28	1950.9	1733.58	1426.82	2179.46		1499.5		2294.48	1083.75	
Q8VEB4	24634.9	26657.4	27277.7	27022.6	23906.3	11015	8652.71	13282.1	12774.2	13493.4	18926.1	20079.4	20116.9	19720.6	18945.8	10409.5	11037.1	12817	13890.6	11972.5
Q8VEB6	4671.72	4381.42	4303.43	5068.62	4280.83	5453.83	5172.58	4667.6	5097.09	3881.49	5705.09	4684	3935.01	4410.73	4468.19	5058.06	3434.73	4980.56	3493	5509.2
Q8VEC4	12082.9	8798.98	7223.06	6431.08	7160.28	2917.1	3728.82	2545.78	5080.51	2001.67	1401.04	3796.42	2653.56	1638.79	2293.92	2207.62	1555.31	1797.21	974.389	1886.36
Q8VED2	7838.22	6152.35	8243.33	8281.86	5818.19	4535.85	4305.01	5228.53	4240.01	4335.27	8810.42	7331.8	6744.04	7339.5	6585.43	3300.39	3399.22	3824.47	4419.18	4210.46
Q8VED8	3837		1026.66	4050.4		1738.96	3507.17	2430.03	2560.68		4038.07	4722.8	3787.87	5369.43	4031.15	2979.23	4730.34	3844.69	4561.87	3839.53
Q8VED9	1232.22	1071.23	1722.7	2411.75	1339.92	1407.14	1255.26	1833.49	2252.01	1761.64	2852.18	1845.03	686.658	1542.61	1856.81	1497.88	1538.52	2710.15	2660.93	990.965
Q8VEE0	4700.44	4501.79	4338.34	4297.4	4159.09	4274.43	2722.89	4954.86	3653.24	4232.82	5159.43	5170.89	4152.14	3286.99	4086.63	4196.1	5064.59	3247.63	4105.3	1975.6
Q8VEE4	104766	103240	113978	108878	102097	112723	108761	120233	118529	115910	162445	144818	131350	157116	134556	112792	103352	123742	117602	126020
Q8VEF1-3	3514.34	2769.29	4179.9	3248.55	2589.62	3028.47	3689.73	3931.75	2867.27	3167.49	3599.06	4117.21	4492.03	3960.87	4871.61	3056.47	2764.44	3423.6	2780.4	3110.85
Q8VEG0	138890	129294	129351	131919	84180.5	144993	157557	123427	110629	135224	105699	115025	101188	101152	134431	110311	168938	103861	93009.9	150752
Q8VEG4	3580.35	3217.39	3323.23	3499.21	2894.59	3163.69	2987.36	3294.54	3459.12	3318.77	4235.33	4589.7	4697.67	4572.16	4713.63	3381.19	3403.01	3844.38	3302.31	3334.62
Q8VEG6-2	4593.86	4327.49	5605.06	4888.64	5403.71	8806.66	10275.5	9311.77	8295.23	7344.19	4356.59	5542.97	8128.24	5569.21	4679.19	9789.08	7071.69	8603.14	10212.5	8598.18
Q8VEH3	19125.1	15872.3	17182	17253.3	12726.5	10890.8	10970.8	12867.4	13235.2	11584.2	12639.7	14224.3	13240.8	15222.9	13652	9340.75	11729	9933.58	10906.1	11770
Q8VEH5	672.594			521.328		444.127	888.718	1105.99	954.078	636.677		899.347	1149.11	879.446	503.534			756.344		458.357
Q8VEH6	5953.45	6386.32	6169.37	6119.67	7951.39	7453.87	6922.45	6973.61	7244.06	6960.89	9087.59	8783.89	9831.65	8724.6	7081.68	7111.37	5818.49	7651.78	6908.36	7231.64
Q8VEH8	13389.6	15504.7	16692.1	15806.8	14654.3	8933.47	8951.76	10088	10132.3	8704.81	7005.1	10553.6	9317.02	9381.11	9267.54	7683.5	5702.63	7863.19	6565.2	6502.49
Q8VEJ4	23631.4	25373.3	27257.8	26373.7	25542	40342.8	35938.5	43120.4	43175	39583.5	16935.9	16940.5	15570.1	15645.5	16825.2	33217.3	31638.3	36762.4	33959.7	33421.8
Q8VEJ9	18385.4	18729.3	17607.1	17634.7	17603.4	13871.1	15407.1	12564.8	14555	13478.8	26048.9	20791.1	23114.3	20453.9	24136.8	15244.8	14744.7	15076.7	13799.5	15455.3
Q8VEK0	9303.5	10651.1	9864.68	7748.67	12860.9	11626.1	12703	8729.33	10874.9	6549.72	5677.93	12011.6	11419.9	9084.12	6695.22	8844.97	8965	7558.16	9040.05	9204.09
Q8VEK3	615118	563122	659801	670196	648831	613262	765069	633679	563352	728262	580337	618869	658347	697463	800065	660284	821488	625480	665612	740746
Q8VEK6	2111.09	2165.22	2137.19	1613.67	1404.3	1196.24	1056.56	853.175	1503.72	911.784	1842.3	1650.75	1665.07	1595.74	1362.85	1112.58	933.596	1083.63	1367.75	1328.06
Q8VEL0	2407.16	2507.45	2231.2	2019.23	2170.1		1348.84		924.627	688.658		1586.46	1619.91	2091.97					1335.07	
Q8VEL2	4970.54	3694.37	5472.13	4232.98	4362.75	4140.83	3866.25	3867.01	3954.26	4223.8	10088.4	8788.3	7768.48	9870.46	7631.86	4091.75	3551.36	5228.78	4892.79	4287.05
Q8VEM1		471.988	634.412	690.694	338.252	494.565	435.44	445.244	511.737	264.901	369.013	443.659	372.453	730.489	809.678	315.74		795.898		680.31
Q8VEM8	801358	710399	696888	744683	834317	418792	519548	434974	401416	392313	346751	498603	479326	480962	515935	386563	434004	348726	372172	427123
Q8VH37	9146.19	9244.15	10715.7	9302.29	8856.07	11137.3	9717.92	12416.8	13787	11935.9	12024	9833.94	9436.72	11293.5	9443.75	10915.4	9503	14825.4	11981.2	11269
Q8VH51-2	106450	96488.6	102078	103628	97451.6	95342.1	103861	99169.1	92812.5	96568.9	122438	129944	129191	120669	131947	117682	117994	105700	104351	120683
Q8VHE0	45316.1	41953.7	40817.2	40132.8	39050.5	39364.4	40238.1	39170.9	39096.5	30156.1	27709.7	39082.4	35163.9	37424.1	34145.8	37580.7	29868.2	38681.3	35681.3	35467.7
Q8VHH5	11827.3	11396.4	10885.1	11484.4	10246	11016.6	11963.9	10266.6	13002.1	12714	17964.7	15156.4	14026.6	16009.3	17656.9	13875.9	12236.2	14011.4	13525.7	15761.5
Q8VHI3	12349.9	13396.2	14294.9	12336.8	12032.3	6540.07	6861.3	7733.35	7642.12	7324.75	8797.24	10528.3	7905.97	11899.6	11693.5	7013.87	6453.59	6715.46	6728.31	7195.67
Q8VHK1	1083.74	1194.73	790.199	1438.28		1283.64		611.999	1112.43		1196.19	1047.74	1359.6	1456.53	1250.2	860.704	1108.78	1207.76	912.348	
Q8VHK9	26510.6	21835.1	26230.5	24887.3	21877.1	22488.7	23258.7	24517.1	25262.4	25401.4	28410.2	28382.3	23988.4	29177.7	28588.4	21719.5	19690	27442.4	22988.2	25812.2
Q8VHL0	15633.7	13914.2	13608.2	16174.8	14293.1	8256.07	10632	5497.62	8008.66	4996.42	9616.83	14656	13802	13090.2	14679.1	9978.08	6574.56	7412.44	5483.29	8218.23
Q8VHL1	12517.6	12446.6	14846.2	13966.3	11734.4	10770.1	9030.98	13184	12849.5	14190.6	14701.8	11846.5	10910.5	12047.6	11851	9079.39	9091.53	12120.3	12075.4	9265.91
Q8VHM5	388634	329408	398797	372133	359232	355044	405061	386090	419103	401402	350593	399999	398333	447602	406765	376757	381919	398464	392934	419696
Q8VHN8-2	22460.8	22248.8	21892.9	22097.8	24120.1	18005	13603.2	17159.9	18807.3	12464.8	22021.1	30010.5	25945.8	25846.8	22658.2	14645.7	13131.4	16388.9	16493	14650.9
Q8VHR5	27732.9	24738.8	28550.3	25936.7	21703.7	33568.4	36012.4	34558.6	33733.7	36435.4	40034.1	37361.6	40354.6	43336.1	40328.9	40465.7	43130.2	41334.7	43229.4	41792.7
Q8VHZ7	38682	35303.2	42284.8	39201.1	42183.9	46318.6	52936.1	50529.3	49700.1	47881.6	24179.4	30084.9	31329.1	28693.1	33248.3	45920.5	43670.2	42958.4	43688.1	46398.8
Q8VI33	8461.99	9011.82	9073.66	8590.55	8227.42	10097.2	10102	10079.6	10230	9933.99	10646.9	12488.2	11962.8	12847.5	12572.1	8781.62	10456.2	10757.9	11425.9	11377.6
Q8VI36-2	7745	7505.52	7328.49	6735.02	6546.94	6700.27	6546	6630.41	7417.64	6785.88	14019.4	8713.49	8666.61	9726.77	8709.41	7341.64	7259.55	9612.28	8024.82	7875.18
Q8VI63	22177.8	25657.1	26097.6	23916.5	25467.2	20854.1	17803.3	20768.2	21345.2	23023.3	29572.6	25996.2	23929.5	26439.1	23912.6	17012.1	15330.3	16889.9	17135.1	20394.3
Q8VI75	43991.9	38379.5	43798	41038.9	40373.5	59531.8	66365.6	56480.7	59615.3	60013.7	32474.5	33971.6	33418.1	33635.2	32804.3	50396.2	47999.4	56128.8	51569.1	54289
Q8VI84	13449.8	12075.1	13070.6	12998.7	13008.2	12711.7	13163.8	12371.6	16357.3	12648.9	7331.22	10117.2	8237.36	9434.16	10127.5	10900.6	10461.5	11957.7	10298.1	11187.4
Q8VI93	2624.42	2456.91	2836.71	2537.03	2193.65	9641.96	8710.95	10006.6	11845	10393.4	3982.31	3706.92	3456.84	3362.77	3282.97	7366.26	5554.68	7398.61	7294.33	6746.32
Q8VI94	17829.1	16233.3	18792.4	17783.3	16299.4	61489.7	60491.6	60875.3	76816.9	71231.9	11535.8	12743	11642.4	12416.9	13602.5	37571.9	35333	42578.9	39514.8	40304.3
Q8VIB3	1157.04	775.728	719.677	1172.73	416.129	511.048				645.679	429.91					431.01		573.02	243.749	307.523
Q8VID5	103091	88756.7	79600.3	100283	102556	104295	109458	76131.4	80430.9	103070	53405		80618.1	63821.8	80968.1	70971.9	95365.3	68463.7	54372.4	92668.5
Q8VIG1	2182.18	1600.26	4215.2	2113.35	1467.99	1421.8	2935.82	2067.79	3753.37	4549.93	4009.32	2912.72		1500.12	5203.17	1817	2731.84		2965.72	6315.15
Q8VIJ6	228541	217815	242963	266681	235486	183099	189843	173417	206847	190776	208544	218252	247036	228666	256010	202463	195250	176338	183414	196813
Q8VIJ8	2471.61	1786.48	2025.55	2196.11	1464.69	1496.74	1681.52	1504.88	1762.36	1887.01	2838.25	2591.39	2109.28	2929.99	2858.26	1804.53	1368.61	1438.84	1656.15	1699.16
Q8VIK2	4436.18	4107.93	3438.16	4136.2	3402.27	2305.11	2347.01	1992.06	2330.24	2056.5	3529.07	5373.78	4288.67	4957.92	4745.44	1849.65	1434.33	1651.61	1302.59	1564.93
Q8VIM9	6408	5272.75	7018.51	5506.43	5563.07	3018.46	2967.7	2728.67	3620.28	3442.52	9167.68	8142.52	7567.85	7394.97	7699.48	2847.78	3557.89	3710.85	3734.77	4682.11
Q8WTY4	22595.6	21973.2	25145.5	25399.6	23356.2	25324.3	24968.9	25910.8	28335.2	24401.6	27047.6	26103.7	26278.4	26412	21489.5	24504.2	22894.8	26352.7	26710.9	25536.2
Q8WUR0	9882.44	10513.7	10173.4	9569.95	10651.5	8022.63	4654.52	6909.48	5472.27	6693.94	9076.25	8784.29	8817.29	8369.88	7892.36	5729.56	5381.25	6006.67	5699.73	6897.29
Q91UZ5	23912.5	24149.9	27214.7	25985.1	22673.4	40190	41875.8	41207.7	37842.9	40989.1	40951.7	34627.4	34271.3	33490.2	34173	46463	49513.3	48594.6	46108.5	50077.5
Q91V01	168553	142676	143166	139076	152083	136581	159584	129988	171378	77705.6	71057.5	151048	124271	136122	114820	149607	93265.7	133389	113630	120472
Q91V04	20166	18008	15021	14907.3	20182.5	21981.8	23223.5	18549.2	25538.5	9179.18	10598.1	24863.4	17838.9	21782.9	14760.8	21012.6	10523.6	18780.1	17817.7	19561.6
Q91V09	7713.4	7180.09	8131.71	8612.64	8091.79	7250.12	6195.77	6735.32	7006.82	8712.46	7017.28	5745.09	6370.46	6482.09	7748.57	6016.17	6530.45	6352.85	6845.39	7213.69
Q91V12-2	103705	93823.2	116683	103612	90601.4	135081	118477	149496	139109	162371	145977	112381	113447	120158	116385	134235	156882	148063	145412	124965
Q91V24	1100.88	1526.12		1003.79	741.984		1123.65		1310.55	958.557	3111.65	2973.32	1939.47	2536.35	2442.24	1008.65	1502.89	1812.16	914.165	
Q91V35	4976.99	3729.41	4930.49	4193.93	3504.99	2777.92	3064.84	3393.43	3457.87	3012.95	9500	9431.67	9237.25	10906.1	9327.01	3904.36	3642.15	4609.23	4298.98	4355.29
Q91V36	860.758	716.983	951.54	587.426	555.736	434.432	713.008	686.538	894.284		1261.76	1231.05	714.28	1125.62		560.101		1447.88		1026.68
Q91V41	161705	158928	163467	170655	159450	116541	108349	117027	110699	111736	131603	144836	139638	136748	146869	102112	112394	113159	111682	106262
Q91V57-2											583.172		518.32							
Q91V61-2	27938.9	27217.8	27104.2	26429.1	24330	11045	12545.1	11824.3	12291.9	11049	16069.6	20093.7	22599.3	21626.5	20407	10769.6	11676.4	9456.33	11366.8	12634.7
Q91V64	52917.6	48993.3	54903	54662.6	59826.2	48598.4	38723.5	51062.5	53215.1	49567	51251.4	54060.2	51519.3	44993.2	44179.2	35721.5	36074	41679.2	43074.5	39073.1
Q91V76	50423.7	46522.5	48725.4	54272.4	47374.1	47806.4	31113	50832.5	48868.2	53398.9	60554.3	49136	40458.8	40303	41628.5	46147.3	48737.7	49297.8	43516.9	32638
Q91V81	14807.9	13984	16415	16404.3	11482.4	16362.7	17472	17957.6	23369	16793.3	19031.2	18688.9	17209.4	18368.2	17887.6	19074.5	14155.5	21711.1	18716.8	20702.4
Q91V83	957.607	928.511	1112.18	773.942	637.762	1027.45	740.02	1044.77	1202.06	1025.72	1507.79	1140.45	1087.81	1377.56	1310.38	762.132	1198.78	1310.26	1310.51	1434.09
Q91VA6	43089.1	41839.5	43220.4	43980.9	41606.7	31812.9	31031.1	31346.5	33205.1	29633.8	32141.1	39715.2	40428.1	44220.4	40397.9	29666.1	29292.6	35533.3	35067	33064.4
Q91VA7	67573.4	61011.9	65233.2	62608.8	61433.1	59602.7	87013.5	78367.1	55953.6	60754.9	48632.6	69165.9	77561.8	65838.8	73598.5	69744.2	72935.3	67186.6	61534.8	73600.9
Q91VB4	3458.48	3519.96	3245.16	3348.56	3354.21	3518	3172.93	3384.19	3693.81	3435.42	3956.47	3578.77	3822.03	3063.23	3288.14	2521.65	2955.36	3842.66	2627.12	2926.5
Q91VB8	978843	672640	989687	1.19E+06	1.26E+06	84375.4	133249	97129.2	93892.1	102760	3.98E+06	4.88E+06	5.18E+06	4.28E+06	3.95E+06	87081.2	106433	85266.6	90704.4	120566
Q91VC3	149137	142354	152660	148551	155680	169732	202856	183522	161567	184556	128525	162674	160867	164811	175353	181759	182683	159885	176912	182330
Q91VC4	2491.96	2449.65	3310.95	2881.79	2084.12	1553.87	1208.21	1629.69	1513.41	1218.93		2371.38	2589.46	2512.88	2342.29	1347.41		1896.09	1513.49	
Q91VC9	76695.7	71918.5	72108.9	67492.5	69314.3	42198	48618.7	43000.2	46183.6	34648.9	38014.1	53584	51099.3	47922.2	54115.3	53188.4	47226.8	53363.5	48644	54387.4
Q91VD9	134896	125982	135793	133523	121126	70266.3	78171.2	69106.5	68661.3	67868.1	82791.7	107553	109442	111091	119382	70174.3	79730.8	74652	70982.8	74898.8
Q91VE0	17229.7	15376	16737.8	14592.8	15120.2	9173.01	9792.17	10445.2	10791	9656.38	14180	19162.5	18072.5	21163.9	18082.7	9338.24	10008.4	9862.43	10526.7	10249.5
Q91VE6-2	39494.8	36821	42496.1	38348.7	39023.3	42743.7	44629.6	45914.3	51069.3	44495.2	22349.9	26334.8	27663.2	28890.3	28837.9	44863.6	43577.7	47646.7	43667.7	47417.3
Q91VH2	17895.4	16130.9	17895.6	15666.1	16343.8	14456.6	15284.8	14284.7	15251.3	15204.7	17411.7	17920.3	15065.7	18305.1	17489.3	11475	10997.6	14235.8	12518	12719.4
Q91VH6	21248.2	22217.2	24995.8	22653.6	23317.3	17882.9	16317.5	22331	21911.4	23191.2	36047.8	33338.2	27504.5	34241.8	33992.7	21243.6	24125.5	27604.6	29168.1	25782.8
Q91VI7	90747.4	79896.2	94967.2	91186.5	71389.6	81309.6	89847.8	85611.8	90808.9	93995.5	120908	104193	105152	128536	103891	90218.9	92821.8	97869.9	92506.8	93348.2
Q91VJ1	4515.23	6468.98	5526.22	4237.79	5805.87	5231.76	7563.37	7618.36	5480.75	6152.89	3720.32	6458.81	4463.46	3709.44	3629.88	4795.86	6912.6	5103.49	6211.53	6758.23
Q91VJ4	19097	17356.1	19844.8	18049.5	17442.9	17465.7	18432.2	18367.2	20889.7	20032	21264.2	18581.3	19254.6	19617.3	17671.7	14982.9	12719.4	16286.7	14960.7	15497.1
Q91VJ5	56400	55960.3	63981.3	55159.3	53600.3	51109.6	56784.4	61041.8	62234.6	61505.7	98613	80856.4	86203.1	92157	80262.7	74831.9	79603.7	76862.1	81217.8	80986.5
Q91VK1	45290.9	39602.9	34170	37890.7	43608	49879.4	47126.9	41020.2	43396.5	36121.2	29884.5	33291.6	30151.7	32690.9	28223	47448.1	34164.9	41603.1	37755.1	41996.5
Q91VL6	1547.05	1784.23	2233	1367.27	1786.71	1574.57	2235.16	2583.65	1481.41	2043.29	4030.85	3668.81	3368.81	3452.31	2081.68	2158.12	1469.64	2310.41	2611.36	3352.17
Q91VL8	6944.67	7185.68	6693.07	6811.35	7098.4	8647.34	8734.23	7730.52	8054.82	8179.97	10273.4	10491.7	10356.8	10398.3	10853.9	8461.11	7841.4	8225.89	8328.66	8452.63
Q91VL9	1900.72	1690.68	1871.25	1304.78	1809.58	1201.63	2726.71	1867.16	1531.78	2005.03	2546.12	2667.12	2510.94	2459.22	2532.47	2650.94	2372.1	2550.78	2294.77	2702.6
Q91VM3-2	5918	6159.57	6163.31	5234.64	6722.26	5004.37	5035.76	3493.44	3856.55	3938.83	4289.03	3446.56	6213.7	1943.58	5769.91	5947.01	4972.54	5831.08	3822.26	4805.84
Q91VM5	175036	168699	202818	192519	189366	213754	238161	230698	231067	215920	216557	252367	272065	291558	280521	266083	279826	270082	274791	288954
Q91VM9	40369	36203.1	41936.9	41376.7	39375	26826.9	24240.9	30464.2	29089.9	28046.5	37338.7	40310.9	41347.7	38805.7	38650.1	29665.6	31040.7	33439.1	32313.8	31566.9
Q91VN1	2957.09	2830.45	3051.47	3602.42	3357.28	4095.95	4099.88	4375.84	3467.44	4049.64	3521.5	3860.09	3828.06	4366.7	5223.01	4456.37	4978.21	4567.89	4899.52	4774.8
Q91VN4	23109.5	20764.9	23496.7	21985.1	22652.7	13600.8	15905.3	13681.5	13961.3	12893.1	17006.7	25388.9	24896.7	23793	21574.9	14839.4	16946.4	16993.3	17911.4	16945
Q91VN6	13723	13070.8	15566	13821.5	12536.7	14369.6	15978.6	15057.6	15306.9	14909.8	20038	22848	22097.2	25625.9	24196.9	15457.7	15614.3	17351.7	17553	17378.1
