Group Labels	KO_TP_1	KO_TP_2	KO_TP_3	KO_TP_4	KO_TP_5	KO_baseline_1	KO_baseline_2	KO_baseline_3	KO_baseline_4	KO_baseline_5	WT_TP_1	WT_TP_2	WT_TP_3	WT_TP_4	WT_TP_5	WT_baseline_1	WT_baseline_2	WT_baseline_3	WT_baseline_4	WT_baseline_5
A0A7N9VR94	24539.1	24389.4	25240.9	25629.2	21456.1	49050	60586.1	55094	65372.6	64448.2	88375.3	61142.4	64966.3	68604.6	60937.3	86883.9	84434	95698.5	83924.5	84981.8
A0A7N9VSG0	2449.29	2203.79	2721.88	2340.42	2173.55	3551.09	3647.26	3561.52	3230.77	3365.22	2412.04	2848.77	2266.98	3437.38	2467.12	3893.08	3547.74	4128.55	4279.07	3651.78
A0A8V5I5B0	2978.83	2189.87	2458.36	1970.54	2038.74	1957.15	2225.12	2242.06	2798.83	2376.49	2605.43	2717.86	2362.68	2910.71	2492.99	2791.3	2751.24	3059.51	2142.4	2689.64
A0A8V5KX73	4744.16	4701.88	4388.21	4383.81	5423.14	5247.09	5737.55	5065.62	4862.21	6080.86	5406.53	5999.22	7133.48	5785.4	5646.65		6162.91		5459.31	5074.98
A0A8Z1SL50	51825.9	51004.5	49192.1	48027	44681.2	24756.3	19601	23010.1	33645.8	28641.8	27530.1	23246.9	21866.3	23624.9	25021.6	25573.7	21071.9	23085.1	24128.3	23454.3
A0A991EKZ2	28238.2	28267.4	32367.8	29150.3	28145.5	34933.5	40011.8	39969.5	36607.3	38476.9	41020.6	40305.3	40501.4	46178.1	41251.3	36193.2	35340.1	38689.9	37072.3	37730.2
A0A991EQV5	25904.2	24869.8	26976.6	26760.9	26853.9	27257.8	27904.5	26310.6	27148.5	26468.3	34057.4	34230	30139.1	32471.3	30905.2	24793.8	23482.9	27398.8	27182.2	26296.9
A1L3P4	5294.85	4568.36	4518.83	4190.27	6207.03	4161.23	5548.42	4150.7	5045.03	3470.22	5631.65	7261.78	7397.24	6301.12	5901.68	4977.96	3779.53	4048.42	5246.44	4006.7
A2A432	24624	25171.5	24163	23816.2	24958.3	27051.8	26774.4	24365.2	26491.4	23327.3	26414.5	25909.1	22744.6	25595	24095.3	23815.3	18110.5	22719.9	21547	22504.7
A2A468	2400.84	2467.21	2396.38	1921.1	1271.66	2494.19	2602.61	3103.4	2461.48	2983.9	5021.83	3733.18	3625.29	3976.82	4242.24	3312.97	2940.11	4268.94	3342.7	3391.95
A2A483	420.376		752.385	550.117	771.263	627.414	872.478	1489.59	1429.83		785.592	755.218	1554.96	1015.58	834.784	1360.11	1055.63	1248.37	830.957	749.337
A2A4P0	7468.79	6734.69	7479.35	6739.36	5717.29	8167.29	8652.97	8436.63	8741.41	8172.04	8282.13	9485.68	8527.15	10019.3	10014.3	8024.35	7746.79	9755.83	8500.2	9048.31
A2A4P3	24636	22999.5	25939.9	23064.2	22420.8	26305.2	29106.5	28757.7	28963.4	29053.7	17934.3	13579.8	13886.7	14026.5	15521.7	24676.2	28916.7	30405.1	25973.2	28666.3
A2A559-2	1506.34	1721.58			718.393	1110.33	1544.86						1979.35				1682.28			
A2A5R2	21113.7	19439.6	20008	18189	18497.9	21057.9	20748.1	20191.7	22149	21498.4	30059.4	26196.5	23734	25361.4	24448.6	23606.1	22734.8	27366.2	23294.5	25615.1
A2A5R8	10626.5	9609.96	10557.4	10855	10371	11081.7	11946.7	13511.4	12961.3	12498.7	14817.9	15825.3	15932.6	15307.1	13186.4	13127.6	12453.6	12376.6	14275.3	15519.1
A2A5Z6-2		4029.49	2613.13				4789.65		3974.02			3966.6	3992.33	3888.51		3260.62				
A2A654	28725.3	28934.6	30644.8	29452.4	30699.2	29675	33611.4	27623.1	32511.5	30308.3	31576.1	38649.1	38590.7	46399.3	42151.1	37493.3	31079.5	36283.3	35596.1	35850.8
A2A6A1	3495.05	3054.38	4319.34	3860.05	3712.48	4207.76	4458.96	4038.69	3485.81	3602.74	5779.73	6665.33	7609.85	6254.67	5705.93	4365.29	4204.75	4260.79	4077.26	4347.66
A2A6P4							112.74	117.41			346.042	236.928						219.142		
A2A6Q5-2	6188.42	5913.03	4964.5	4922.18	5050.38	4413.13	4220.12	3640.58	5589.24	3082.41	4686.49	6746.52	4867.74	6210.16	4287.23	2746.61	1473.74	3602.62	3504.72	3236.69
A2A6Q5-3	23303.5	20063.6	18756.2	18684.1	20169	15663.4	14457.6	15873.7	16693.6	13280.3	17426.4	19981.6	18155.6	19586.8	16442.2	12689.1	10241.7	14869.4	12854.9	12559.2
A2A716	4312.46	4703.6	5281.79	5067.7	4110.92	3175.38	2871.23	3686.06	3039.81	4461.65	5239.37	5332.54	4488.8	5628.87	5108.35	4117.08	3870.98	5352.02	4358.42	4668.48
A2A791	4883.75	4589.06	5245.23	4810.72	4392.04	6519.52	7205.98	6951.93	6748.87	7192.07	6481.02	7440.47	7235.53	7593.37	7691.87	7339.12	7252.75	7828.97	7927.37	7001.71
A2A7B5	765.164	625.443	582.705	597.632	782.224		424.346	451.974	1201.08	467.587	1735.97	1779.94	1987.76	1504.8	1242.82		356.8	597.967	308.798	638.414
A2A7F4	938.278	800.651	1117.3	712.619	829.235	1132.08	1698.84	1321.14	922.819	841.529	1892.34	2025.98	1750.04	1618	1987.03	1110.78	1264.85	1879.76	1596.3	1248.02
A2A7P4	1588.99		1999.47	1812.81	1842.81	3604.36						2084.15	3151.85	2449.39	2557.25	2835.92	2266.69		1854.95	5997.69
A2A7S7	197050	189929	191414	201795	197834	218707	239875	217239	200009	239472	131438	112852	116457	109075	124725	188965	196413	184509	179108	190348
A2A7S8-2	1375.03	1083.63	1477.3	1300.48	859.569	899.152	973.951	1167.82	1372.89	920.03	1882.54	1386.13	1994.71	1831.58	1778.4	1167.53	813.248	1347.32	1070.14	1113.63
A2A7T8	1489.51	1182.97	1158.58	1263.81	971.984	2265.03	2970.23	2326.12	2222.99	2863.82	1653.78	2738.79	1985.74	2536.84	2737.14	3656.31	1880.51	3038.12	2044.96	2943.45
A2A8U2-3	4565.95	4431.94	5303.32	3988.59	3816.3	4464.98	5393.88	4968.31	5818.29	3817.52	1777.61	5532.18	4585.07	5087.86	4189.19	5332.28	4748.99	5107.73	4239.19	4773.01
A2A8V8	22659.9	19503.7	20916.7	23268.8	20879.8	28283.2	32238.6	25717.9	28800.8	27150.9	29454.8	36528.5	39029.3	37456.9	33170.5	26818.3	27961.7	31478.6	32834.9	36234.9
A2A8W8	3276.94	3893.12	3458.92	3361.47	2783.75	2626.43	2138.19	2850.8	3535.02	2933.86	2324.36	1960.26		2328.39	2199.15	2253.97	1563.71	2686.38	2106.83	2625.02
A2A9C3	7395.6	6706.81	6616.05	5550.97	11297.6	9173.78	7606.51	8938.63	8489.92	9238.5	8495.3	9360.4	7442.49	7901.43	8302.46	8542.28	7170.75	8347.98	5589.16	7118.53
A2AA28	774.682	802.047	1062.18	965.89		911.525	742.458	1036.07		841.568	760.523	1126.4	549.624	862.066	1232.7	703.427	1251.17	1146.88	1169.78	989.697
A2AA71		653.186			1367.67	746.685	881.618		579.731		716.191	626.88	679.5			766.465	650.444	573.867		336.714
A2AA85	11212	10998.7	9687.27	11448.9	8916.74	12251.1	8268.53	12694.5	13120.8	12471.9	21168.7	14409.6	14432.4	13580.6	15092	15244.2	20941.7	21112.7	19736	18060.6
A2AAE1-2	44734	45089.4	41991.8	53315.9	39286.7	46750.5	46112.8	44677.2	36813.3	50816.4	85388.5	70072.3	38699.7	47311.7	45516.1	62635.3	74273.8	55544	57406.9	45788.6
A2AAX3-2	1475.18	1560.42	1826.12	1852.74	1894.77	1309	1440.12	1530.68	1218.06	1621.04	1983.3	2058.25	1677.12	1976.91	1603.84	1220.74	972.334	1433.72	1454.96	1400.29
A2AAY5	9060.35	8381.44	9057.09	8170.94	8743.62	12068	12374.3	10871.1	11851.9	12657.2	13133.1	11234.7	10950.8	10349.5	9210.65	13761.2	16161	12904.9	14374	14497.9
A2AB59-2	1283.13		820.687	1772.93	1127.74	1609.72	2304.58	2182.39		1797.08	1763.95	1431.46		1416.2		1132.41	1059.93	1799.2	1050.69	1478.22
A2ABV5	13334.6	12916.1	15495.7	13563	12095.6	11336.2	11594.9	12235.1	12754.3	12299.8	19866.9	19778.9	17407.6	20849.9	18757.1	11910.6	10118.8	14668.8	13399.9	12978.2
A2ABY3	16278	17600.9	17007.1	16476.3	16739.4	20011.7	15607.7	20949	22255	23674	27368.6	22603.2	20158	21189	20237	22430	22973.2	23697.8	24756.5	17115.3
A2ACC7	1361.21	1081.56	546.489	1260.15	1118.26	764.144	881.62	905.229	925.493	1464.27	1819.88	2266.65	2695.95	2256.08	1927.46	1619.33	1513.73	1563.86	1190.12	723.059
A2ACJ2	848.787	885.143	1727.51	1300.67	1617.48	1516.35	1960.68	2170.7	2060.29	1844.56	1747.99	1362.89	1328.18	1737.51	1684.86	1775.9	1239.2	1949.03	2003.6	1735.22
A2ACP1-2	2010.12	2400.87	1618.47	2092.58	1134.94	859.771	704.471	914.317	1386.37	1234.18	3816.41	3326.03	2469.11	3752.36	2789.3	672.052	977.914	992.203	1369.87	1011.93
A2ACQ1	7296.73	6819.85	8144.36	6972.4	5589.64	7348.07	7600.05	8048.33	8081.13	7570.45	6499.61	6531.5	7001.83	7127.74	7722.34	6681.25	6512.77	7916.92	7262.69	6927.91
A2AD03	14239.7	13128.8	13425.5	14203.4	12388	15050.4	15155.2	15337.9	14611	15462	18932.9	15688.5	13898	15399.2	15486.1	18756.8	18267.4	20661.1	19382.4	18990.7
A2ADA5	4543.27	3300.06	5529.65	4768.37	3868.08	5462.89	4835.37	5634.31	5121.14	4902.58	4124.16	4760.34	4848.73	3730.99	5103.45	4831.05	7032.28	5873.17	6565.85	5872.24
A2ADA6	1671.31	705.484	1640.36	1139.75		1176.29	1538.11	684.88	1068.86	1072.37	2304.43	1953	1330.31	1845.93	1502.18	1642.59	588.05	1044.11	1478.13	1090.43
A2ADB0	3642.9	2725.22	3181.59	2980.1	2532.7	3261.95	3781.93	3805.39	3648.93	3883.98	3618.6	3674.71	3827.77	3667.64	3686.65	4274.22	4347.8	5129.46	4272.57	5097.16
A2ADY9	45661.9	43909.8	45925.3	47728.2	41575.8	34966.3	32829.8	37512	38464.6	38484.8	57164.5	39012.9	45533.6	43744.6	46500.8	38244.6	39516.7	40231.2	37779.7	37983.7
A2AE27	49140.7	48264.1	52734	49426.3	51230.5	57835.2	72751.8	68887.5	60760.7	61608.5	63199.9	56891.4	51192	55948.9	53626.5	72449.1	69073.5	75856	71795.3	75106.6
A2AEW6	677.607	1123.08	930.384	1346.51		682.686	1106.09	553.897	1117	744.629	1183.7	2436.45	1102.74	1390.14	1091.55	1391.63	729.322	1807.73	1326.76	874.879
A2AF47	8852.97	8823.13	8821.49	8077.28	8531.22	12698.6	12586.7	11420.4	11952.9	12300.4	11356.2	9248.61	8712.18	9541.46	8632.61	13979.6	12293.3	14619.5	13160	13681.4
A2AFK4	686.683	587.843	533.394	601.049	426.602		282.72	424.965	317.902	298.26	330.348	524.295	561.063	505.073	363.446	381.469	422.138	247.131	379.441	250.383
A2AFQ0	72084.6	67711.8	73004.4	72916.6	68892	54799.8	59418.9	53533.2	55639.9	59542.4	72202.2	64415.3	59813.1	67530.9	63917.9	51982.7	47282	56573.4	52248.5	53119.6
A2AFW6	3376.98	2853.76	2263.87	3175.95	3372.38	1913.24	2600.16	2138.48	1787.72	1326.33		2445.32	2591.59	2871.98					1473.56	
A2AG36	5050.75	4011.7	4710.38	4072.74	3501.86	3495.24	3488.68	3481.07	4000.69	2608.39	4207.69	5126.44	4583.72	5540.89	5508.5	3066.24	2916.87	5547.88	3964.39	4455.32
A2AG58-2	6042.15	5477.85	6818.07	6193.37	5413.86	7209.04	6589.9	7555.2	8199.41	7091.99	10893.6	14383.7	13539.9	16583.3	14252	9580.98	9480.77	10283.1	10134.1	11001.2
A2AGH6-2	10544.3	10131.3	11228.8	10245.7	8621.91	8078.75	7944.75	8406.67	8844.53	8162.89	14253.3	13121.6	12335.9	14109.6	13011.1	7337.43	6898.34	9089.69	7367.03	7724.69
A2AGL3-2	9133.02	7986.01	7199.51	8500.03	7799.25	9567.13	12209.5	8164.91	5222.7	10758.5	11260.4	11958	9583.61	9566.76	10748.7	11495.8	9428.08	9898.07	8496.87	13391.5
A2AH22-2	2830.78	2544.74	1848	1742.78	1877.66	2371.2	1911.24	2033.16	1784.71	2354.11	2639.28	2002.79	2221.38	2014.09	1436.58	1975.05	1863.18	1962.96	2209.13	2061.66
A2AHJ4	2605.31	2145.89	2756.62	2715.16	2508.01	1746.41	2362.06	1572.02	2197.24	2297.72	4036.06	4769.04	4099.32	5601.19	4431.07	1746.36	2348.8	2362.03	1935.52	2099.73
A2AHK0	5413.84	4367.6	5616.48	4466.39	4057.27	6004.88	6600.91	6792.85	7268.46	7558.7	7606.05	6131.92	7010.67	7816.92	6326	6765.46	8027.85	8908.08	7697.87	8783.6
A2AI05	10056.5	9676.64	11465.9	12523.8	7560.26	7581.71	7900.71	7834.51	8702.52	9690.66	5972.44	5968.43	5789.27	5409.92	6005.93	6828.26	6191.87	8570.06	7825.01	7659.62
A2AI08	1863.69	1314.56	1565.24	1731.56	1018.22	1172.99	1214.45	1604.79	1192.56	1824.48	1791.38	942.249	1167.03	1162.44	1043.26	2705.02	2084.6	2315.91	2171.67	2532.16
A2AIL4	4553.47	4038.77	5625.1	4920.62	4619.73	5862.19	7177.92	6743.23	8154.27	6339.68	4758.38	5076.72	5217.05	6035.68	4783.07	5432.68	6372.77	7130.59	6315.31	7419.21
A2AIV2	10996	9113.76	10043.6	9739.4	8865.45	12115.6	12438.5	12141.6	13174.1	10305.4	12563.6	16947.8	13354.3	15789.3	14193.3	13656.9	10723.7	14579.1	13347.3	13263.7
A2AIW0-2		916.485	990.986	1331.57				592.429		797.598		629.841	736.312	892.968	614.689	693.267		433.171		
A2AJ15	10934.3	10838.6	11260.2	10002.8	9860.38	7830.7	8449.15	7874.52	8311.93	7868.93	7638.59	10476	9154.5	10508.2	9738.94	6952.96	7186.22	7310.76	6682.35	7363.77
A2AJ71	2679.35				2843.73	2885.85	2577.78	3098.35	1922	5338.25	3435.36	3687.2	4400.47	3122.95	4169.42	1711.82	4056.03	4520.98	4126.1	
A2AJ88-2	6555.69	5826.59	6976.01	6567.36	5309.43	4870.15	4186.41	5081.06	5141.77	4981.74	3945.34	4497.11	4014.33	4375.07	4429.12	2808.33	3329.06	4438.87	3365.33	4209.32
A2AJG0	19376.4	19637.9	18917.1	19078.7	16673	18199.6	18899	18991.4	21756.8	20738	13676.1	12290.7	11990	12212.6	14082.7	17715.9	16780.7	21229.1	16808.2	19753.7
A2AJI0-2	3057.04	2677.76	3098.04	2569.43	2188.78	2637.88	3389.85	3335.16	3642.77	2757.96	7064.23	5539.26	4107.74	5705.65	4647.53	3710.24	4824.11	4778.15	5047.93	5683.65
A2AJQ3-2	2401.15	1521.08	2195.6	2030.97	1028.81	904.757	646.999	1451.07	1654.29	1013.5	1291.66	1914.24	1965.46	1783.08	1708.49	425.931	1277.13	978.919	1368.32	1155.16
A2AJT4	2223.53	1946.83	2828.86	2346.88	2679.59	2214.93	2530.51	2301.61	2170.15	3081.38	2637.71	3530.68	4034.76	3657.61	3912.13	2162.93	2499.92	3587.65	3092.12	2947.87
A2AKB9-2	1229.86	1026.84	1685.58	1236.07	1303.35	1363.99	834.962	992.459	979.244	1195.6	1561.38	1387.33	871.583	1405.77	1716.02	1287.34	1098.36	1143.39	2010.33	1126.1
A2AKG8	18638.2	17130.3	18215.6	16404.1	16823.4	18159.7	19870.5	18358.6	19653.1	17579.9	16475.2	15519.7	14671.4	16712	15275.3	17942.7	15772.7	22344.1	18513.3	18500.9
A2AKX3	1555.12	966.46	1826.25	1484.31	1308.27	1608.75	1138.27	1330.42	1251.76	1375.42	2301.78	2051.77	1456.81	2866.26	2298.97	1516.78	1101.31	2581.26	1717.68	1904.23
A2ALK8	1518.34	1115.98	1295.98	1299.59	885.112	1432.26	1443.28	1397.26	1513.01	2165.9	2281.58	1838.18		1446.12	1374.99	1588.82	2101.5	1476.87	1529.87	1670.91
A2ALW5	3158.77	2868.74	3188.36	2721.13	2987.51	2083.24	2213.04	1953.1	2004.67	1810.05	1459.7	2214.3	2053.57	2766.67	2755.63	2415.12	1060.32	1865.91	1952.46	1421.51
A2AM29	2370.26	3203.26	2509.07	2125.81	1947.35	1826.87	1364.87	1798	1902.01	2173.61	2057.3	2141.7	1970.28	1924.93	1939.24	2043.28	2466.79	2392.43	2223.18	2773.64
A2AN08-3	44110.2	41892.9	45447.6	42806.2	42522.6	55590.4	60514.7	55094.8	57412.2	59267.4	66819.2	61821.1	56314.2	61850.4	56973.3	62387.6	55803	65019.4	61704.6	60931.7
A2AN08-5	7039.28		7849.97			3972.96	4503.55	2625.17	2046.81	1652.17	9546.66	4099.91				8194.22	1814.1	10704	4721.65	4291.65
A2AN61	5569.05	4089.17	5423.64	5360.42	4358.24	5382.76	4410.42	6232.28	6640.1	6375.85	4379.44	4151.05	3664.87	4564.65	5404.14	5972.4	4939.13	7518.88	5210.98	6574.77
A2AN91	2889.21	2692.59	3449.77	3700.94	3549.48	3181.68	2843.07	3895.29	4533.76	2861.84	1978.84	2607.24	2077.96	2427.93	2170.49	2667.89	2331.78	2945.15	2939.98	3345.81
A2ANY6	7305.08	7067.6	7596.86	6576.7	6489.53	11031.4	11030.3	11332.6	11620.7	10289.6	5833.08	6870.87	5751.3	6805.17	6496.62	10749.7	8797.23	12407.8	10506.2	10438.6
A2APB8	4849.32	4424.65	5082.92	3823.39	4312.14	18635.2	20906.9	20581.6	18299.1	17254.5	23462.8	24537.3	22964	25546.1	24505.3	22761.5	26111.6	24219.3	26257.8	26439.1
A2APY7	10234	7370.9	8502.98	7408.39	5823.75	4101.61	4823.74	4066.37	4175.18	4356.39	5355.99	7333.9	6521.58	6404.48	6040.93	4557.7	5880.17	4463.42	4519.86	4707.05
A2AQ07	25004.3	26255.5	28375.4	26566.3	30209.3	37764	40927.7	39866.6	33848.7	42715.6	49355.6	47875.9	49909.6	48583.8	46614.3	42012.1	39487.1	40718.2	43911.1	45126.2
A2AQ14	2832.6	1809.59	1712.49	1924.72	2017.22	3453.99	2617.92	3663.35	3389.23	2419.88	2146.75	2910.5	3654.82	3152.5	2428.62	3116.44	1427.89	3797.08	3792.15	2764.98
A2AQ19	21168.4	21754.4	23066.2	21382.6	19478	25672.2	26520	25879.4	24806.4	25880.3	30436.2	24400.8	25917.3	27646	26378.1	26169	25252.4	23917.7	23643	26248.8
A2AQD5	4630.86	4252.63	4378.37	4329.88	4408.51	4087.54	5067.47	4613.32	3939.7	4995.26	5397.53	4783.29	4886.93	4685.99	5300.52	4070.55	4077.26	4617.75	4975.31	4809.28
A2AQH4	574.513					307.4						650.572		708.583	744.746		427.866		644.451	
A2AQW0	5037.09	5471.47	5934.25	5735.85	4546.79	4167.91	4414.4	4618.73	4822.11	3854.4	12138	10070.2	9372.9	9917.91	8963.55	5229.17	5061.68	8200.01	7333.87	8062.36
A2AR02	32027.7	31309.3	38348.6	39845.4	30991.8	43061	42622.4	42254.5	38322.9	37641.3	35230.7	45422.5	46500.3	47712.7	40407	38098	35683	40082.7	41394.2	40862.5
A2ART0	8850.83	10769.8	8736.67	10276.7	12026.7	12005	13955.4	11503.6	11428.5	12092	11908.2	13334.2	15334.8	12950.2	13344.1	15911.7	14632	14373.1	15987.8	15597.3
A2ASA8	5390.83	5720.75	5615.96	5481.99	4595.04	2812.2		2746.17	3173.36		3780.5	3594.45		4549.83	4472.96	1810.44	2963.74	4359.91	3151.19	4499.93
A2ASS6	33497.4	31320.6	29474.5	20810.2	41968.2	36841.7	23272.1	22700.8	22923.9	24280.6	19753.5	43710.4	40106.7	35348	36597.1	34520.6	38250	12491	24597.5	20582.1
A2ASZ8-2	5241.01	4914.68	6154.33	5270.77	5468.44	5598.22	6372.69	6967.8	6446.1	5501.32	3546.46	4996.09	5226.15	4725.95	5035.75	4755.09	5085.63	6598.65	5413.68	5687.99
A2AT37	16666.3	14820.1	17564.1	16984.4	13511.1	17635	17343.9	17973.2	17380.9	18595.6	19952.6	21028.9	18200.2	22510.9	20014.6	19752.5	18586.7	22511.1	20699.7	19772.4
A2ATP6	1633.09	2153.03	1936.02	2145.06	2881.05	1469.01	2096.7	3067.31	1979.1	2033.46	2766.63	1755.38	2126.21	1994.75	2272.08	2466.11	2465.73	2213.83	2292.43	1990.61
A2ATU0	5925.07	5205.07	5683.28	5289.11	4860.03	3552.09	3980.57	4825.1	4325.39	3896.91	6583	8890.47	6605.17	8141.2	8724.95	6098.32	7354.91	8321.6	7271.65	6913.38
A2AUM9	4342.87	9915.95	8308.31	9671.72	2627.35	2869.39	3207.8	3420.27	3700.68	2777.53	4444.74	5748.27	4580.4	5554.11	5523.04	3721.55	2525.69	5165.83	4000.68	4358.23
A2AUY4-2	57843.9	63953	38273.7	52002.3	63121.6	70222.6	70536.3	49708.9	27393	55496.4	50653.1	56970.1	53642.5	35530.6	49819.3	52023.1	69535.2	32557.2	42012.4	40934.2
A2AVZ9	7348.46	4847.72	5999.76	5147.15	4290.01	3358.1	4449.68	3550.07	4833.62	4383.76	4164.07	7370.46	7528.9	11981.1	6409.21	5036.84	3789.16	6495.83	5354.05	4708.12
A2AWA9	19947.5	19422	21136.8	19140.6	16822.6	14881.3	14899.4	16076.6	16389.4	16685.9	21160.5	17165.5	15303.4	19272.3	17429.1	13930.7	11791.8	17197.6	15246.4	15128.5
A2AWL7-3	2579.92	2981.82	3359.88	2832.9	1850.34	2732.67	2565.7	3043.51	2874.71	2991.58	3418.96	3058.96	2918.44	3942.15	3768.46	3407.81	3401.82	3156.48	3412.02	3247.02
A2AWP8-2		1357.12		649.55	544.39	903.453	820.013	670.947	772.571	989.001		1085.62	826.868			1403.93	2001.46	926.734	1169.36	1437.74
A2AWT3-2	516.464	177.223	496.463	424.319		523.651	533.243	250.06			1015.97	640.707	753.72	643.909	321.247	377.134	489.456	448.527	395.169	569.304
A2AWT5	7231.35	8930.85	9521.11	6829.46	9782.29	9273.34	7976.1	8811.99	17430.7	5729.07	4341.42	6281.56	7223.95	6143.57	7219.5	7738.73	4645.96	8285.63	6847.89	5075.96
A2AWT6	55602.2	55388.9	61928.9	57739.2	52680.8	49963.5	54792.1	52609.7	53864.4	52906.3	33935.7	39552.1	38746.8	40446.2	44022.7	44926.1	47561	52949	49583.2	49752.5
A2BDX3	185026	103761	162047	194056	201668	174665	198076	169340	143217	176890	151959			165633	229794	182300	98617.8	139517	178872	178569
A2BE28-2	26796.4	24403	23784.1	23430.6	23068.8	22156.4	23872.5	21431.7	23386.1	20628.9	18589.1	22801.1	21689.4	22440.4	22284.6	20524.6	17741.5	22312.9	19701.9	21704.1
A2BFG8															439.066			384.569		
A2BH40	18578.2	18077.1	19452.5	19526.2	17639.2	23614.2	23663.8	24866.6	26728.7	25450.2	19915.9	20386.1	20381.1	19282.3	20183.7	21860.6	22787.9	24728.9	24533	24854.3
A2BHP5			5547.34	7998.1	7655.6	9764.46	10437.7	9209.38	8338.47	8710.99		14567	16866.7	13908.2	7831.74	8872.12	11314.8	7063.75	9697.45	6995.19
A2BI12		3406.04	1870.26	1828.47	2982.18			2315.59		1894.51	5228.62	3305.99	2693.85	4030.68	4953.25	7404.43	3632.36	4477.12	1408.59	2931.36
A2CG49-2	2048.01	1357.44	2269.63	1479.53	1553.85	1075.69	1708.59	1308.87	991.28	735.108	13886.3	13807.7	11606.4	14281.9	10441.8	1349.45	1124.98	1861.33	1821.67	1493.42
A2CG49-4								103.072			1955.8	1404.82	1172.32	2132.54	1254.97			155.193	238.211	
A2CG63-2	7416.82	6953.64	6960.13	6973.87	5717.6	7076.97	8195.54	9423.91	8650.05	7456.64	10128.8	10951.3	9353.98	10468.9	11019.8	8886.51	8329.61	10082	9885.22	10171.2
A2RSJ4	1203.28	1311.82	1568.62	926.973	1355.69		1585.43	1050.79	1459.21	1312.96	3267.31	2332.43	2279.52	2304.27	3144.04	1837.02	1588.36	1732.89	1909.27	1703.36
A2RSX7	1542.58	2014.04	1886.65	1420.9	1352.46	1515.52	1775.37	2188.77	1886.07	1533.15	2801.8	3025.42	2726.45	3245.8	3203.46	2056.77	2233.44	1818.57	1975.14	1431.09
A2RSY1-2	2394.77	1637.43	2099.23	1434.3	1483.22	2322.75	2932.54	2511.14	2604.38	2755.93	1994.07	1998.88	2791.31	1685.35	2363.09	2725.48	2816.8	2822.44	2492.21	2788.79
A2RSY6	9117.51	9536.42	9932.7	10637.1	8042.53	10368.4	9762.02	11230.1	11249.3	11644.2	8804.14	7804.86	7251.69	9038.58	9166.64	8672.19	8728.56	10863.4	10588	9708.93
A2RT67	3370.89	3263.78	2486.96	2245.49	3431.33	6741.72	7819.92	6408.35	6737.8	5007.5	3234.09	4009.02	3162.42	3811.02	3808.27	5514.23	4048.34	5264.33	5023.05	5458.32
A3KG36	446.397	535.71	359.834	412.584		496.495	363.615		735.706	472.759	562.923	360.331	554.264		610.243	432.023		578.13	501.338	618.926
A3KGB4	3710.51	3402.49	4218.21	3569.31	2940.96	3151.53	3743.69	4274.24	3992.23	3519.47	8724.4	7051.83	6007.21	6217.96	5630.52	4386.7	3347.99	4847.57	4049.76	3824.62
A3KGF7	1802.61	1942.11	2597.27	2017.33	1802.7	4521.03	3807.16	4266.8	4037.23	4401.29	3141.85	2532.79	2209.05	2371.8	2208.92	6383.92	5970.49	7204.13	5802.5	6987.77
A3KGI3	1373.31	2422.98	1935.47	2461.86	2883.4	4138.36	4563.47	4487.29	4119.8	4047.65	5971.8	5202	4544.93	5056.51	4969.83	6230.65	5705.15	6636.53	5857.06	6463.82
A3KGS3	3628.26	3802.51	4728.8	3215.17	3981.28	3005.17	3120.31	3270.72	3736.29	3251.54	8672.64	7055.13	6712.56	9086.81	6366.28	4024.25	4082.93	4807.8	5405.59	4723.01
A3KGV1-2	428.072	424.543	458.35	260.716		780.963	817.137	486.748	584.255	343.544	518.156	602.794	816.801	788.092	694.937	592.609	294.212	434.203	716.45	368.888
A3KMF4			861.101		656.044	1048.26	450.963	527.899	660.318			223.109	331.632							1380.91
A3KMP2	5390.4	4639.53	5483.02	5653.03	4863.56	4703.25	2670.56	4195.42	6044.42	5687.34	7782.79	6087.75	5822.46	5295.59	5889.01	4901.13	4660.35	5751.77	5400.12	3508.01
A4Q9E5-3				1444.56	7018.46	1875.4		1184.84			1672.36	2040.53						883.383		820.359
A5A4Y9	8481.9	7813.83	7956.63	9127.5	8628.47	7594.51	4404.36	7755.1	6910.87	8683.6	12151.1	9585.55	9057.77	10050.8	10821.8	7234.7	7815.1	8975.49	9890.15	7236.45
A6H5Y3	5375.61	5116.54	6073.65	5503.02	4667.65	6743.92	7223.66	7917.62	9484.08	7954.84	4213.12	3893.02	2895.95	3511.53	3493.15	6425.33	5594.23	7955.31	6021.06	7269.56
A6H5Z3	5911.89	5969.47	5924.4	6361.98	4803.03	3465.56	5106.54	3153.76	3971.08	4311.57	6521.44	5302.99	3743.96	3830.36	5309.6	4044.5	4230.83	3914.52	2677.34	3173.29
A6H611	15303.6	14603.8	17334.4	15589.7	14257.9	10257.3	10791.7	10840.1	10448.7	10695.3	21126.2	23091.1	22734.7	25426.6	22827.2	12348.7	12882.8	14181.3	14101.9	14692.6
A6H619	6765.59	5411.81	6153.07	7687.73	6171.05	6436.43	6793.73	6260.04	5165.31	5879.22	6268.68	8252.09	7913.05	10303.6	10837.6	8524.96	7270.85	5805.57	7858.92	7331.76
